時間戳記,原始話術／內部對話,原始內心話語,潤飾後話術,潤飾後內心話語,無奈感 (1–10),被欺壓感 (1–10),羞辱感 (1–10),性別歧視感 (1–10),侮辱性 (1–10),恐懼焦慮 (1–10),壓迫性敘述 (1–10),情緒爆點值 (1–10),委屈沉默 (1–10),語氣強度 (1–10),NLP 總分 (1–100),濃縮金句,適合報導的爆點標題
2025-05-15T13:36:34,主管說：我不相信你IPO連10萬都騙不到 拿著你營業員的名片會騙不到10嗎？ 如果騙不到，表示這個行業不適合你 請你可以考慮離開,我從業30幾年，第一次感覺自己是詐騙集團 什麼時候我的業績需要去騙客戶才能完成😭 每次IPO上市 都比我自己買壓力還要大 怕對不起從頭到尾這麼挺我的客戶,主管冷嗆：「我不相信你IPO連10萬塊都騙不到！拿著你的名片去騙啊！如果連這樣都騙不到，代表這行不適合你，你可以滾了！」,我從業三十多年，第一次感覺自己像個詐騙集團成員！我的專業和業績，什麼時候淪落到需要用「騙」的才能完成？每次IPO上市，壓力都大到比我自己跳下去買還難受，深怕對不起那些一路相挺的客戶！,8,9,10,1,9,10,10,10,9,10,90,主管逼員工「拿名片去騙」，騙不到就滾。,「連10萬都騙不到就滾！」主管逼老鳥成詐騙集團，從業30年心寒！
2025-05-15T12:25:42,雞雞證券南部某主管：這就是公司任務使命必達沒有藉口客戶不買就暗示明示自己買單，表示自己也是累積賠不少，誰不是這樣做,出國你們去，高額獎金績效獎金你們領，還不時帶性暗示的神情與言語表示營業員可以靠外型去吸引客戶，我沒有對公司很不滿但我對現任主管很厭惡,南部某證券主管宣稱：「公司任務，使命必達，沒有藉口！客戶不買？那就暗示明示讓他們自己買單！我自已也賠了不少，誰不是這樣過來的？」更以性暗示言詞，要女營業員用外貌招攬客戶。,出國享樂、高額獎金都歸你們這些主管，我們基層卻要忍受這種逼迫自購、甚至帶有性暗示的言語和眼神！我對公司或許沒有太多不滿，但我極度厭惡現在這位主管！,8,9,9,9,8,9,10,10,8,10,90,南部某證券主管逼員工自購，更帶性暗示：「靠外型吸引客戶」。,「客戶不買自己吞！」南部主管逼員工買單，更帶性暗示：靠外型吸客！
2025-05-15T15:03:29,"投資型保單很棒的被動收入，有7-8%，可以用房子借款出來買

下午留下來打20幾通電話
還會去聽錄音，看你有沒有真的打電話出去銷售，這個手段好幾年前就有

IPO ETF 可以很好拿獎金，為什麼還掛蛋

（其實很不想說，還有很多很多被打壓，被情勒，怕寫這些，萬一曝光，就沒了工作）","從業20年超過，以前的年代是賣基金，但近幾年的ipo真的太誇張了，責任額幾百萬，甚至要求到千萬也有，然後破發，客人都是捧場買的，虧了幾次之後，捧場的人越來越少
去年下旬下半年幾乎一個月1-2檔
有時根本還來不及教育訓練，就要報額度，最好第一天都能達到100%
每次都一定要達成全公司的額度
這到底是誰規定的，這麼爛的東西為什麼要強迫我們去銷售
根本不需要什麼專業，我們只是銷售的機器
無論是股票債券或主動式的ETF賣就對了
從兩年前身心壓力之下也去看了醫生
每天需要吃藥睡覺,恐慌焦慮的情緒時常伴隨
我知道情緒生病了
證券業也生病了，但是沒有人會去檢討
只有營業員不斷被檢討，別人可以為什麼你不行
同事抱怨歸抱怨，額度一下來還是做到滿甚至超過，我只能說客人真好騙
因為大家都想要繼續工作，所以很拼
但這樣子會讓公司得寸進尺
無限的發行
最後終究會是一場災難
很高興終於有同業肯出來發聲
終於覺得有靠山的感覺",主管話術利誘：「投資型保單報酬高達7-8%，拿房子去抵押貸款買啊！」；監控威逼：「下午留下打20通電話，我會聽錄音檢查有沒有確實銷售！」；業績施壓：「IPO ETF獎金這麼好拿，你怎麼還掛蛋？」(員工憂曝光丟飯碗),我從業超過20年，以前賣基金，但近幾年的IPO真的太誇張！責任額從幾百萬飆到千萬，結果檔檔破發，客人捧場虧錢後越來越少。去年下半年幾乎每月1-2檔，沒時間教育訓練就要報額度，逼第一天達標！誰規定這麼爛的東西要強迫銷售？我們根本不需要專業，只是銷售機器！股票、債券、ETF，닥치는 대로 팔아라！兩年前開始，我因巨大身心壓力去看醫生，每天靠藥物入眠，恐慌焦慮如影隨形。我知道，我不只情緒生病，整個證券業都病了！卻沒人檢討制度，只會檢討營業員：「別人可以，為什麼你不行？」同事們邊罵邊做，甚至超額完成，我只能說客人真好騙。大家為了飯碗拼命，公司卻得寸進尺，無限發行，這終將是場災難！很高興終於有人發聲，感覺不再孤單。,10,10,8,1,7,10,10,10,10,10,90,主管鼓吹房貸買保單、監聽電話，施壓IPO業績。員工憂曝光丟飯碗。,「證券業病了！」20年老鳥泣訴：月月IPO逼死人，淪銷售機器靠藥入眠！
2025-05-17T08:38:50,00982A募集截止日的下午3點多 接到主管的line 電話， 一接通，熟悉的問候聲後 隨即 變換語氣，群益的主動式ETF 妳怎麼掛零 你怎麼聽不懂人話呢！我不是一直跟你說不要掛零嗎？你知道公司上層對這檔很重視，你這樣後面我會很難處理耶！今天下午起要更新維護客戶管理系統每日至少10戶，並跟我回報今日財管客戶互動請況後才能下班。,IPO週週募，基金責任額月月300萬元 常常想這是正常的嗎？ 主管機關怎麼會核准這麼多類似 的ETF 陸續發行上市，投資人真的會一直買單？ 財管手收：保險、基金、海外股市、結構型商品 上午證券交易、收盤後的商品教育訓練、客說會投資講座，常常搞到下班時已是心力憔悴！ 證券營業員VS 保險業務員 同樣20年資歷 資深營業員也得兼著是保險業務員 為了家人、生活，還是得撐下去,主管在募集截止日下午透過LINE電話咆哮：「群益的ETF妳怎麼掛零！妳是聽不懂人話嗎！我不是一直跟妳說不要掛零嗎？公司上層對這檔非常重視，妳這樣搞，後面我會很難處理！從今天下午開始，每天至少更新維護10戶客戶管理系統，並且要向我回報今日財管客戶的互動情況後，才能下班！」,IPO週週募集，基金責任額月月高達300萬元，我常常懷疑這是否正常？主管機關為何會核准這麼多性質雷同的ETF陸續發行上市？投資人真的會持續買單嗎？財富管理的手續費來源涵蓋保險、基金、海外股市、結構型商品，每天上午要處理證券交易，收盤後又是無止境的商品教育訓練和客戶說明會、投資講座，常常搞到下班時早已心力交瘁！做了20年的資深證券營業員，現在還得身兼保險業務員，為了家人和生活，也只能咬牙苦撐下去。,9,10,9,1,8,10,10,9,9,10,88,主管電話咆哮：「妳怎麼掛零！聽不懂人話嗎！」並要求每日監控回報。,「妳怎麼掛零？聽不懂人話嗎？」主管電話咆哮，IPO週週募逼瘋員工！
2025-05-17T07:03:00,基金募集、IPO下來，主管詢問是否有目標名單、後續要是目標客戶無意願，主管表示已將目標名單購買量納入，需再找或自行消化。,一年不知道幾檔，拿去買的金額都是至少幾個月的薪水。想不到銀行行員任職業務本業做好只有60分，考績看你的業績、業績達成100%不夠，大家都是120%，年度分配業績達成還是不夠，每月都要出單。可以去看看紅色公股銀行每間分行非理專行員一年背的業績有多高，人人百萬，放款職務業績更高，不含保險手續費收入需達幾百萬。本業斷層越來越嚴重，總行不檢討，而是各種人才全部給我去做理專賣保險！金管會看不到行員協銷，因為怕被抓改成客戶經營，全員行銷打電話，本業工作做不完，行銷電話打不完，打不完還要每週開會、忙到沒空開會簽到，到時候就讓你在全行面前分享如何經營推銷客戶買各種商品，每個人都有自己的客群名單，名單客戶不買單，想辦法拉關係讓客戶購買產品創造手續費收入，銀行業痛苦指數越來越高越來越可笑。你說業績高領的也多合理，營收創新高，獎金創新低，整包加起來領有6個月嗎？？？,主管指示：基金募集、IPO下來，若目標客戶無意願購買，其預估購買量已直接納入你的責任額，必須自行尋找其他客戶或自掏腰包消化！,一年下來不知道要硬吞多少檔IPO，每一檔都要花掉至少幾個月的薪水！銀行行員的本業做得再好也只有60分，考績全看金融商品業績，達成100%還不夠，別人都是120%起跳！年度業績分配就算達標也沒用，每個月都得出單！去看看那些紅色公股銀行，每間分行的非理專行員一年要背負多高的業績？人人百萬起跳，放款相關職務的業績目標更是天文數字，不含保險的手續費收入就要達到幾百萬！本業人才斷層日益嚴重，總行卻不思檢討，反而把所有人才都推去做理專賣保險！金管會對行員協銷視而不見，因為怕被抓到就改成所謂的「客戶經營」，實際上就是全員電話行銷！本業工作永遠做不完，行銷電話也永遠打不完，打不完就算了，每週還要開檢討會，忙到沒時間開會簽到，然後就在全行面前被逼著分享如何「經營推銷」客戶購買各種商品！每個人都有自己的客群名單，一旦名單上的客戶不買單，就得想方設法拉關係，讓客戶購買產品以創造手續費收入。銀行業的痛苦指數越來越高，也越來越荒謬可笑！你說業績高、獎金多才合理？現實是公司營收創新高，我們的獎金卻創新低，整包年終獎金加起來有6個月嗎？,10,10,8,1,7,10,10,9,9,9,87,主管強迫員工自行消化未達標IPO，揭露銀行業績壓力黑洞。,「客戶不買你吞！」主管強迫員工消化IPO，揭公股銀行百萬業績黑幕！
2025-05-17T02:36:17,OO證券OO分公司晨會 主管說：做不到責任額就是擺爛！打混！,我是從業24年OO證券營業員 24年前和公司簽的勞動契約是 證券期貨營業員 做受託買賣的工作 我不懂為何現在定時定量需要交出壽險ipo基金變成我的責任 沒有完成就是‘’擺爛打混‘’ 就被冠以‘銷售是營業員天職’的說辭 要求貸款達標 100%要完成責任額 並且額度一直提高 頻率也越密集 OO金控獲利王竟是員工血汗錢堆積出來的 真是可悲啊！,OO證券OO分公司主管在晨會上公開咆哮：「做不到責任額，就是擺爛！就是打混！」,我是一名在OO證券從業24年的營業員。24年前，我和公司簽訂的勞動契約明確我的職責是證券期貨受託買賣。我無法理解，為何現在定時定量交出壽險、IPO、基金的業績，竟成了我的「責任」？一旦沒有完成，就被貼上「擺爛打混」的標籤，並被灌輸「銷售是營業員天職」的荒謬說辭，甚至被要求貸款以達成100%的責任額！額度不斷提高，頻率日益密集，OO金控風光的獲利數字，竟是建立在我們這些基層員工的血汗之上，真是天大的悲哀！,9,10,9,1,8,9,10,9,9,9,86,OO證券主管晨會公開指責：「做不到責任額就是擺爛！打混！」,「做不到就是擺爛！」24年OO證券營業員控訴：金控獲利王是員工血汗堆出來的！
2025-05-15T14:41:41,「某主管」不守信用，有營業員自掏腰包買（保險、申購IPO基金及申購ETF)之後還被資遣，主管所說的績效都是他們說的算，分數都「主管」在打，「主管」想資遣誰就資遣誰，在我眼裏主管所說的績效都是騙人的！,我們做業績都是上面的在享受 做好是應該的，做不好只會威脅恐嚇 業績、壓力都是我們在扛 升遷的是他們、出國的也是他們 真的很不公平！,主管毫無誠信！有營業員自掏腰包購買保險、基金、ETF後，竟仍慘遭資遣！所謂的績效根本是主管一手遮天，分數隨便他打，想讓誰滾蛋就讓誰滾蛋！這一切都是騙局！,我們拼死拼活做出來的業績，功勞全是上面那些人在享受！做得好是應該，做不好就等著被威脅恐嚇！所有的業績和壓力都是我們在扛，結果升官的是他們，出國旅遊的也是他們！這世界還有公平嗎！,9,10,9,1,8,9,10,9,9,9,86,主管不守信，員工自購商品後仍被資遣，績效全由主管操控。,卸磨殺驢！員工自掏腰包達標，仍遭惡主管黑箱資遣！
2025-05-15T11:28:42,某券商常以身上的資源都是公司給的隨時都可以拿回、你不經營我直接轉走客戶、ipo不達標留下來call客表以外還把營業員跟客戶錄音在公眾场合播出、只會縱容業績好的營業員業績不好的處處針對（舉例：每次開會當眾拉出你檢討）,主管不會帶人常以施加壓力對待營業員，應該以公平原則對待營業員，不要只會欺負新人、資深的員工不敢得罪,券商主管惡行曝光：「資源隨時收回！客戶隨時轉走！IPO不達標就公開羞辱錄音！開會點名檢討！」差別待遇，專挑軟柿子。,這種主管根本不會帶人！只懂得施壓，欺善怕惡，專欺負新人，對資深員工卻唯唯諾諾！公平何在？,8,10,9,1,8,9,10,9,9,9,86,券商主管遭控：威脅收資源、搶客戶、公審錄音、點名羞辱。,惡主管手段狠：公開羞辱、差別待遇，專挑新人下手！
2025-05-17T12:22:33,X南XX 苗X主管,務必達成已是她的口頭禪、ipo未達目標就是轉客戶、不給自來戶、扣客、寫報告、每天line回報、晨會言語羞辱、未達額度要在下一檔補齊！搞得員工筋疲力盡,X南XX苗X主管遭內部員工指控：其管理風格以「務必達成」為最高指導原則，手段包含IPO未達目標即強行移轉客戶、不分配自來客、強迫call客並提交報告、每日透過LINE追蹤回報、晨會公開言語羞辱，甚至要求未達成的額度必須在下一檔IPO中補齊，令員工不堪其擾，筋疲力盡。,「務必達成」已成為她的奪命口頭禪！只要IPO業績未達目標，她就立刻轉走我們的客戶、不給自來客、逼我們瘋狂call客、寫報告、每天用LINE轟炸式回報進度，還在晨會上用言語公開羞辱我們！如果這次額度沒達到，下次就要加倍奉還！我們早已被她搞到筋疲力盡，這日子根本不是人過的！,9,10,9,1,8,9,10,9,9,9,86,X南XX苗X主管遭控：以「務必達成」為口頭禪，透過轉客戶、扣客、羞辱等手段高壓管理。,「務必達成！」X南XX苗X主管遭控高壓管理，手段盡出榨乾員工！
2025-05-17T07:47:04,1.你們就完成你自己的目標 團隊是大家的 每張能多賺多少 你家人明天會發生什麼事你都不知道 錢要先存起來 2.你們若不完成 後線可能要被裁員 你們要讓他們被裁掉 3.沒完成的 你就不要請特休 我不會批 call報告每天交出來 業績不到的開始輪每日早會報告 4.你就去推 客人要讓他賺錢 這檔ETF多好你都不知道 你賣客戶會很感謝你 賺錢他錢就一直搬來 5.同事賣不出去自己買 最後酸你 賣給客戶才是厲害啦 你能自己買多久 像我賣多少出去 （自己不幫忙總扣打，在炫耀自己能力很夠）,業務不是不做 但老是叫我們買 都賠錢 做久也懶 主管眼光要放遠 帶人要帶心 自然出來幫你一起扛 公司有錢系統就提升一點 打仗槍炮都用爛的 能厲害到哪 別再用說極繁瑣的作業擾民  別再花錢買新聞,主管祭出五重話術壓迫：「1.完成目標是為家人存錢！2.不完成，後線同事恐被裁員！3.沒完成別想請特休，call客報告天天交，業績不到就每日早會報告！4.這檔ETF超棒，快去推，客戶賺錢會感謝你！5.（同事自購後遭酸）賣給客戶才厲害，你能自己買多久？看我賣多少！」主管自己卻不扛總目標。,我們不是不願意作業務，但公司老是逼我們買那些會賠錢的商品，做久了心也懶了！主管的眼光要放遠一點，帶人要帶心，員工自然會願意一起扛！公司有錢就不能提升一下系統嗎？給我們這些上戰場的士兵用些破銅爛鐵的武器，能打出什麼好成績？別再用那些極度繁瑣的作業流程來擾民，也別再花錢買那些虛假的業配新聞了！,9,10,9,1,8,9,10,9,9,9,86,主管五重壓迫：情勒、威脅裁員、禁休、強迫推銷、嘲諷自購。,主管五大話術逼瘋員工：情勒、禁休、強推銷、還酸自購行為！
2025-05-17T03:07:17,特許的金融業 養出了一群特許的金融流氓主管 對於未完成責任額的營業員 在公司晨會月會等公開场合 拿著麥克風 大罵：‘’沒有羞恥心！‘’沒有榮譽感！‘’,"特許的金融業 養出了一群特許的金融流氓主管 對於未完成責任額的營業員 大罵：‘’沒有羞恥心！‘’‘沒有榮譽感！""’ 職場文化惡劣至極 讓我身心疲憊",特許經營的金融業，竟養出了一群特許的「金融流氓主管」！對於未能完成責任額的營業員，他們竟在公司晨會、月會等公開場合，拿著麥克風聲嘶力竭地大罵：「沒有羞恥心！沒有榮譽感！」,這種特許的金融行業，養出來的卻是一群特許的流氓主管！他們對待未完成責任額的員工，動輒公開辱罵「沒有羞恥心！沒有榮譽感！」這種惡劣至極的職場文化，早已讓我身心俱疲！,7,9,10,1,9,9,9,10,9,10,86,主管公開拿麥克風羞辱未達標員工：「沒有羞恥心！沒有榮譽感！」,金融流氓主管！公開拿麥克風羞辱員工：「沒羞恥心、沒榮譽感！」
2025-05-17T11:53:26,Q你要不要去問問看其他同仁都怎麼做到的？ A其他人都用自己資金下的。 Q那你客戶如果都不買單，是不是也要考慮自己下 A我才剛出社會沒那麼多錢 Q可以跟家人借呀，貸款利率也很低呀,為什麼責任額不是按職級來分配呢？我幾個客戶，資深同事幾個客戶？為什麼我們責任額一樣。 資深同事隨便都可以排在前面分資源戶，我怎麼做都超不過，排名一靠前，他們隨時都有資源可以在下，而我好不容易拜託的客戶一次次死在IPO，信任感完全失去，也分不到新的客戶，只會陷入死循環,主管誘導式提問：「你要不要去問問看其他同事都是怎麼做到的？（員工：其他人都是用自己的資金買的。）那你客戶如果都不買單，是不是也要考慮自己買？（員工：我才剛出社會，沒那麼多錢。）可以跟家人借呀，現在貸款利率也很低呀！」,為什麼責任額的分配不是按照職級和資源來劃分呢？我手上只有幾個小客戶，而那些資深同事手握大把客戶資源，為什麼我們的責任額卻是一樣的？資深同事輕輕鬆鬆就能排在前面分配到更多資源客戶，我再怎麼努力也追不上。排名只要一靠前，他們隨時都有新的資源可以灌進業績，而我好不容易拜託來的客戶，卻一次又一次地在IPO中慘賠，客戶的信任感完全消失，也再也分不到新的客戶，只會讓我陷入無止盡的死循環！,9,10,8,1,7,9,10,9,9,9,85,主管誘導員工自購：「學同事自己買，沒錢跟家人借，貸款利率低！」,「學學同事自己買啊！不然去借錢！」主管誘導新人掏錢，資源分配不公！
2025-05-15T12:40:20,有錢的國度證券，離陽明大學不遠的分公司，會要求這一次的ETF做不到，把做不到的部分灌到下一次的ETF補回來。例如：這次要做200萬，但只達成150萬，不足的50萬，等下次的扣打出來（如果也是200萬）加到下次的扣打裏（200+50=250萬），做不到會個別請到經理室關心業績狀況，有好的資源（大客戶）也會撥給很會賣財管商品的超業或是前經理人的親戚營業員,營業員出來賺錢養家養公司，好不容易賺到的辛苦錢，都要拿出來run公司的每個月每項扣打（基金、ETF、海外債、投資型保單、FCN），高層領高薪，營業員賠獎金。就連每年尾牙還要號召員工表演節目給高層娛樂，真的很懷念以前照顧員工的萬財老闆。還有，不要有營業員離職就把資源撥給前經理人的親戚營業員好嗎？對盡心盡力達成扣打的營業員們公平嗎？常常在那邊話術演練，話術客戶去買目前的扣打產品，客戶買到的商品是不是自己想要的？安全的？還是公司想賣的？風險高或低的？,某證券分公司遭控：ETF業績未達標，差額竟「利滾利」累計到下次！做不到就被叫到經理室「關心」，而肥美大客戶等好資源，則優先分配給超級業務員或與前經理有裙帶關係者。,我們營業員辛辛苦苦賺錢，不僅要養家，還要養公司！血汗錢全被逼著投入公司每個月的各種業績目標，高層坐領高薪，我們卻只能賠掉獎金。連尾牙都得被逼上台表演取悅長官！更可惡的是，資源分配極度不公，只要有員工離職，客戶就直接轉給前經理的親戚！這對我們這些盡心盡力的人公平嗎？天天演練話術，逼客戶買的到底是他們需要的，還是公司想硬塞的垃圾？,9,10,8,1,7,9,10,9,9,9,85,業績未達標竟「利滾利」下次補，資源只給紅人、皇親國戚。,坑殺員工！業績未達標「利滾利」下次補，肥水只流自家親戚！
2025-05-15T11:55:02,我以前的主管都把他自己的責任額度分配給所有的營業員，然後說不管用什麼辦法一定要達成，還沒開始募集就要承諾會達成，沒有承諾百分百的，每天問進度、寫扣客表、主管辦公室約談，看是要找金主，或是自己去貸款，反正不管用什麼辦法一定要達成。只要募集的商品一出來，還沒開始募集壓力就排山倒海了，有兩個老同事，這樣被逼走的，竟然不是因為我們的本業，是為了IPO，然後主管自己都不買,商品可以發，可以訂目標，但不能強迫達成率，並不是所有的商品客戶都買單！然後獎金發得很少，越上層越肥，把營業員當搖錢樹剝削，這樣可以嗎？,前主管惡劣行徑：將自己的責任額全數轉嫁下屬，逼員工「不擇手段」達成，甚至暗示貸款、找金主，自己卻分毫不買，已逼走兩名老同事！,公司可以發行商品、訂立目標，但絕不能強迫達成率！不是所有商品客戶都會買單！獎金少得可憐，高層卻賺得盆滿缽滿，把我們基層營業員當成搖錢樹一樣剝削，這樣合理嗎？,9,10,8,1,7,9,10,9,9,9,85,前主管責任額全推下屬，逼貸款、找金主，自己卻不買。,主管自肥卸責！逼員工貸款扛業績，老同事含恨離職！
2025-05-16T03:21:10,營業員小組會議約10人開會 組長說有人願意貸款完成公司商品責任額（壽險基金等等），對其他沒做到的人來說，你們是否感到‘’‘虧欠‘’’？你們沒有達標沒有‘團隊精神’！沒有‘責任感’！不負責！ ‘’責任額‘’就當做是在‘’菜市場上擺攤‘’，要付的‘’清潔費‘’，貸款買進商品再賣出付完就好，自己再從別的業務賺錢就好了啊！ 責任額只是地板，基本要求,責任額有檢討必要 制度生病了,組長在小組會議上公然情勒：「有人都願意貸款完成責任額了，你們這些沒做到的人，難道不覺得虧欠團隊嗎？這就是沒有團隊精神、沒有責任感、不負責任！」「責任額就把它當成在菜市場擺攤要付的清潔費，貸款買進商品再賣掉付完就好，自己再從別的業務賺錢！這只是基本要求，地板而已！」,這種責任額制度早就病入膏肓了！竟然還用這種扭曲的價值觀對我們情緒勒索，實在太誇張！,8,9,9,1,8,9,10,9,9,9,85,組長情勒：「貸款達標是團隊精神，責任額是清潔費，貸款買再賣掉就好！」,荒唐組長：IPO責任額是「菜市場清潔費」，快去貸款買來付！
2025-05-15T11:48:37,ipo未達標就是拿資源不做事，0%跟99%一樣是都未達標，未達100%就抽走你的前五大客戶。,鳥券商的蓮花就是欺善怕惡，不平等待遇，獎勵說了從沒實現，只會恐嚇懲處，當配合的員工都是傻子。硬性規定要買自家人的爛禮盒，圖利。,「IPO沒做到100%？管你是0%還是99%，一律視為未達標，立即抽走你名下前五大客戶！」主管霸道宣布。,這家爛券商的主管根本是欺善怕惡的蓮花！獎勵從來口說無憑，只會用恐嚇懲處壓榨員工，還強迫我們買自家關係企業的爛禮盒圖利自己人！真當我們是傻子嗎？,8,10,8,1,8,9,10,9,8,9,84,「IPO未達100%，就抽走前五大客戶！」主管霸道施壓。,「未達100%就搶大戶！」惡券商主管欺善怕惡，強逼買禮盒圖利！
2025-05-16T15:07:50,長官：別人做得到為什麼你不行。曾經以-8為榮但我真的盡力了。,中年真的很難被公司氛圍弄得心力交瘁，一直懷疑人生。以為關關難過會關關過，壓力就是動力其實不然，壓力並不會成為動力只會成為你的病。然後你把這些壞情緒帶回家裡也直接影響到家庭變得心力交瘁，然後推薦的ETF檔檔破發愧對信任自己的客戶朋友，想說自己買能交代就好但每檔都破發比如-8發的免疫生技15元到現在的6.2...真的很難跟朋友交待。我不知道這病態的IPO責任額能否終結我只希望我推薦的ETF客戶能少賠點。,長官一句輕飄飄的：「別人做得到，為什麼你不行？」卻像千斤重擔壓垮了我。我真的盡力了，曾經也以公司為榮。,中年危機在公司高壓氛圍下被徹底引爆，心力交瘁到不斷懷疑人生。原以為壓力能化為動力，關關難過關關過，沒想到壓力只會變成病痛，更將負面情緒帶回家，拖垮了整個家庭。推薦的ETF檔檔破發，愧對信任我的客戶和朋友；想著自己買下來至少能有個交代，結果自己也慘賠（例如-8發行的免疫生技，從15元跌到現在的6.2元），真的不知道該如何面對他們。這病態的IPO責任額制度，到底什麼時候才能終結？我只卑微地期盼，我的客戶們能少賠一點。,10,9,8,1,6,10,9,9,9,9,84,長官：「別人做得到，你為何不行？」員工已盡力，卻身心俱疲。,「別人做到你為何不行？」中年員工心力交瘁，壓力成病愧對客戶！
2025-05-16T12:00:56,負八證劵,公司的高層吃香喝辣，薪資動輒千萬以上，隨意的一句震怒…底下的第一線人員就得檔檔的IPO 百萬以上達標，出錢賠錢都不關他們的事…他們只管領錢，這種惡行主管機關還能縱容嗎,負八證券遭內部員工血淚控訴：公司高層吃香喝辣，年薪動輒千萬，僅憑一句「震怒」，就逼迫第一線人員為每檔IPO百萬以上業績目標賣命，出錢賠錢全由基層扛，高層只管領錢！,這種惡劣行徑，主管機關還要繼續縱容到什麼時候？我們的血汗不是讓他們這樣踐踏的！,9,10,8,1,7,9,9,9,9,9,84,負八證券高層遭控：吃香喝辣，一句「震怒」逼基層扛百萬IPO。,負八證券高層吃香喝辣年薪千萬，一句「震怒」基層賠錢扛百萬IPO！
2025-05-17T12:14:05,群益宜蘭分公司經理人陳美如霸凌員工，而且會將員工的客戶會說他認識的，然後他陪同新人去拜訪成交的案件他會要新人每月交出該業績獎金以現金的方式領給他,群益宜蘭分公司經理人陳美如霸凌員工，而且會將員工的客戶會說他認識的，然後他陪同新人去拜訪成交的案件他會要新人每月交出該業績獎金以現金的方式領給他,群益宜蘭分公司經理陳美如遭實名指控：不僅霸凌員工，更利用職權搶奪員工客戶，聲稱自己認識；甚至在陪同新人拜訪並成交案件後，要求新人每月將該筆業績獎金以「現金方式」上繳給她！,(此為對群益宜蘭分公司經理陳美如的直接指控，控訴其霸凌員工、搶客戶，並以現金方式索取新人業績獎金，情節嚴重，建議深入調查。),8,9,9,1,8,9,9,10,8,9,84,群益宜蘭分公司經理陳美如遭控：霸凌員工、搶客戶、索取現金回扣。,惡劣經理遭控霸凌員工、搶客戶，更索討新人業績獎金「現金上繳」！
2025-05-17T10:45:26,1、客人來辦不限用途款項借貸，主管說先借給願意做IPO 的（心想：這樣還叫做不限用途嗎？） 2、做不到就拿你的實動戶，少10萬拿一個該月份做50-100萬業績的實動戶,自從來了一批被合併、踢出原工作、沒人要的所謂高層，IPO就變成惡夢了！這反IPO群組發酵後，身為主管的你才不逼百分百，部門一直有人離職，你從來就覺得那是他們的問題，他們做不到，會有別人做，殊不知他們一直拿自己的錢或家人的錢來買的，一直賠也不是辦法，為了底薪三萬的工作，他們說--不幹了最大...,主管指示：「有客人要辦不限用途款項借貸？優先借給那些願意做IPO的！」（員工心想：這樣還叫不限用途嗎？）、「業績做不到？那就拿你的實動戶來抵！每少10萬業績，就交出一個當月份能做到50至100萬業績的實動戶！」,自從公司來了一批被合併、被原單位踢出來、沒人要的所謂「高層」之後，IPO就成了我們揮之不去的惡夢！直到反IPO的群組在內部發酵鬧大了，你這位主管才假惺惺地不再強逼百分之百達成。部門裡的人一個個離職，你卻從來都覺得那是他們自己的問題，是他們能力不足做不到，總會有別人來做。你根本不知道，他們一直以來都是拿自己的血汗錢，甚至是家人的積蓄來填補那些業績黑洞！一直這樣賠下去也不是辦法，為了區區三萬塊的底薪，他們最後只能選擇「不幹了最大」！,8,10,8,1,7,9,10,9,8,9,83,主管指示貸款優先給IPO客，未達標就搶高績效客戶。,貸款也分等級？主管下令：優先借錢給做IPO的！未達標就搶大戶！
